id,numero,familia,subfamilia,cuando_aplica,tipo,manual_ficha,tipificacion,causa_reclamo,proceso_resolucion,script_rrss,tiene_wizard
c160,160,"Publicidad, campañas y promociones",Promociones,Cliente reclama que el producto está publicado o exhibido sin precio o fleje,Reclamo,Producto sin precio (600414),600414,Producto sin precio,Crear un caso en HOLA,"Gracias por tu comentario, esta información nos ayuda a mejorar la experiencia. ¿Me podrías indicar si esta situación corresponde a un producto en el local o en sitio web?☝️
	
(respuesta cliente)

Indicación para el ejecutivo: Ingresar en descripción lo que indica cliente

La información será enviada al área de operaciones, con el fin de que puedan detectar oportunidades de mejora🤝.",0
c161,161,Producto,Garantía legal,"Cliente reclama que recibió un producto (no alimentario) con daños 'estéticos' (está roto, abierto, abollado, aplastado, etc.)",Reclamo,,155125,Producto con daño físico,"Crear un caso en HOLA

*Alerta “En caso de Garantía Legal o de Satisfacción, debes derivar a este cliente a tienda para que pueda ejercer la garantía con el producto físico y el documento que acredite la entrega” sobre la información personal del cliente. Crear caso y en la “Resolución elegida por el cliente” seleccionar “Cliente derivado a local” e indicar al cliente que debe ir a local.","SOD

a) Monto a devolver es MAYOR a $15.000:*

Indicación para el ejecutivo: Debes crear caso según la causa de Garantía Legal indicando el detalle del problema del cliente en la descripción, adjuntando la fotografía de evidencia en el caso WhatsApp (la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia) y selecciona como resolución “cliente derivado a local"":

Te comento que para gestionar tu caso, debes dirigirte al local más cercano con el producto y la boleta o cualquier documento que acredite la compra🛒. De todas maneras, dejaré un registro de lo que me indicaste durante esta atención. Me podrías por favor facilitar fotos del producto para adjuntarlo  como evidencia en el caso🙌.

b) Monto a devolver es MENOR o igual a $15.000*
 
Indicación  para el ejecutivo: En ese caso debes realizar la cancelación de el/los productos(s) en Excalibur. Apóyate con el siguiente documento (Anulado parcial en primer contacto -SOD)
 
¿Te permitió cancelar los productos en Excalibur?

*NO se pudo cancelar en Excalibur el/los productos que el cliente reclamó:

Indicación para el ejecutivo: Deberás crear el caso según el requerimiento del cliente, en la descripción deberás agregar la siguiente glosa “Error en cancelar” seguido de lo mencionado por el cliente,y adjuntando la fotografía de evidencia. Adicionalmente en la “Resolución elegida por el cliente” deberás seleccionar “Devolución de dinero”:

Te comento que debo registrar este caso para poder gestionar la devolución de tu dinero, la cual se podrá ver reflejada dentro del día o un plazo máximo de 7 días hábiles🤝. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo como evidencia en el caso?💻.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

Se pudo cancelar en Excalibur el/los productos que el cliente reclamo (ANULACIÓN PARCIAL EN PRIMER CONTACTO):

Indicación para el ejecutivo: Una vez que se haya generado la anulación deberás generar la captura de la cancelación de Excalibur, posteriormente debes crear caso con la resolución “Anulado en primer contacto” y deberás adjuntar la captura de la cancelación realizada, adjuntando la fotografía de evidencia en el caso:

Te comento que realizaré la anulación de los productos que me indicaste del pedido con número XXXX. El monto a devolver es de $XXXX y la devolución de tu dinero se podrá ver reflejada dentro del día o un plazo máximo de 7 días hábiles🤝. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo  como evidencia en el caso?💻.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

Indicación para el ejecutivo: Debes validar si ya existe algún caso creado asociado a la orden de compra del cliente y una compensación solicitada. De no tener ningún caso de compensación, debes entregar la siguiente información al cliente:

Adicionalmente, solicitaré que pueda realizarse un abono excepcional en Pesos Mi Club para mejorar tu experiencia🙌, el que se hará efectivo en el transcurso de los próximos 5 días. Esto está sujeto a que no tengas otro abono anterior por la misma compra🤝.
 
**SÓLO Alerta en HOLA para garantías SOD/CATEX/MKTP **

Pickup/ Home Delivery:

Te comento que para poder gestionar tu requerimiento, debes dirigirte al local más cercano con la boleta que acredite la compra🛒. De todas maneras, te informo que registraré este caso acerca de lo que solicitaste durante esta atención. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo como evidencia del caso?🙌.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia .

Indicación para el ejecutivo: Ingresar caso con resolución ""cliente derivado a local"".

CATEX (HD y Pickup)

1. Monto menor o igual a 15.000 (aplica KIP):

Para poder realizar la devolución de tu dinero, registraré en nuestro sistema tu solicitud. tu caso será gestionado dentro de los próximos 3 días hábiles🤝. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo  como evidencia en el caso?💻.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

Indiación para el ejecutivo: Debes crear caso según la causa de Garantía Legal indicando el detalle del problema del cliente en la descripción, adjuntando la fotografía de evidencia en el caso y selecciona como resolución ""devolución de dinero"".

2. Monto mayor a 15.000 (no aplica KIP)

Indicación para el ejecutivo: Debes consultar al cliente si desea el Cambio de producto o la Devolución del dinero.

(respuesta cliente)

2.1 Si el cliente quiere cambio de producto

Indicación para el ejecutivo: Debes crear caso según la causa de Garantía Legal indicando el detalle del problema del cliente en la descripción, adjuntando la fotografía de evidencia en el caso  y selecciona como resolución ""Cambiar producto"".

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

2.2 Si el cliente quiere devolución de dinero:

Te informo que para proceder con la devolución de tu dinero, tienes dos opciones👉: Puedes dirigirte a la tienda con la boleta o agendar el correspondiente retiro. Por favor, ¿me podrías indicar qué opción prefieres?🙌.

(respuesta del cliente)

a) Cliente prefiere dirigirse a tienda:
Entiendo, en ese caso debes dirigirte al local más cercano con el producto y la boleta para que puedan realizar la gestión correspondiente. De todas maneras, te informo que registraré este caso acerca de lo que solicitaste durante esta atención💻. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo como evidencia en el caso?🤝.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

Indicación para el ejecutivo: Debes crear caso según la causa de Garantía Legal indicando el detalle del problema del cliente en la descripción, adjuntando la fotografía de evidencia en el caso WhatsApp y selecciona como resolución ""Cliente derivado a local"".

b) Cliente prefiere retiro del producto:

Te comento que debo registrar este caso para que el área especializada se comunique contigo y adicionalmente pueda revisar en detalle la información asociada a la entrega de tu pedido. El plazo de resolución es de 7 días🤝. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo  como evidencia en el caso?💻.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

Indicación para el ejecutivo: Debes crear caso según la causa de Garantía Legal indicando el detalle del problema del cliente en la descripción, adjuntando la fotografía de evidencia en el caso y selecciona como resolución ""Devolver dinero (Posterior al retiro de producto)"".

ECOMMERCE (MARKETPLACE)

Indicación para el ejecutivo: Si cliente manifiesta que desea la devolución del producto por cualquier causa de garantía (de Satisfacción/Legal) en productos vendidos por Marketplace y Marketplace Internacional, debes inicialmente identificar qué producto es, posteriormente validar tipo de entrega:

Indicación para el ejecutivo: *Debes validar la fecha de compra, cuidando los plazos de garantía*:

Revisé tu compra y el producto está próximo a vencer su garantía☝️ (de Satisfacción/Legal). Para poder ayudarte a tiempo, la alternativa más rápida es que acudas a locales Hiper Lider con el producto y boleta🤝.

Tipo de entrega Pickup: Para este tipo de compra la única opción que debemos indicar al cliente es < Realizar la entrega del producto en locales Hiper Lider >. *(Debes continuar la atención con las indicaciones detallados en la opción A)*.

Tipo de entrega HD:

CASO 1:

-Producto Parcel: (Producto pequeño, fácil de transportar y que se envíe por mensajería) y cuyo valor sea igual o menor a $125.000 a excepción de productos frágiles:
Para este tipo de productos, puedes elegir entre las 3 opciones disponibles para devolver el mismo👉: Realizar la entrega del producto en locales Hiper Lider, devolver el producto en Puntos BlueExpress COPEC, o solicitar el retiro en domicilio🚚. *(Debes continuar la atención con las indicaciones detalladas según la opción elegida por el cliente A, B o C)*.
 
CASO 2:
 
-Producto Parcel: (Producto pequeño, fácil de transportar y que se envíe por mensajería) y cuyo valor sea mayor a $125.000 incluyendo productos frágiles:
Para este tipo de productos, puedes elegir entre las 2 opciones disponibles para devolver el mismo👉: Realizar la entrega del producto en locales Hiper Lider o solicitar el retiro en domicilio🚚. *(Debes continuar la atención con las indicaciones detalladas según la opción elegida por el cliente A o C)*.
 
CASO 3:
 
-Producto BIG: Camas, colchones, refrigeradores, cocinas y lavadoras: Para este tipo de producto la única opción que debemos indicar al cliente es <Retiro en domicilio para su posterior devolución de dinero>. *(Debes continuar la atención con las indicaciones detallados en la opción C)*.

Opción elegida por el cliente:

A.- realizar entrega de producto en locales Hiper Lider:
Te comento que, de acuerdo con tu solicitud, puedes acercarte a cualquiera de nuestras tiendas HIPER LIDER y entregar el producto en el área de Servicio al Cliente☝️.  
Una vez realizada la entrega, se generará automáticamente la devolución del dinero al mismo medio de pago utilizado en tu compra🛍️. En la tienda se te entregará un comprobante con los detalles de la devolución🤝.

Indicación para el ejecutivo: Debes crear SÓLO el caso con la casuística de garantía legal correctamente identificada. Recuerda seleccionar correctamente la resolución elegida por el cliente “Cliente derivado a local”.
 
B.-Devolución en Puntos BlueExpress COPEC:

Te comento que, voy a registrar el caso para que el área especializada se comunique contigo dentro de los próximos 3 días🗓️. Una vez te contacten, recibirás un correo con la etiqueta y las instrucciones para embalar el producto correctamente. Con el producto ya embalado según las indicaciones, podrás llevarlo a cualquier Punto BlueExpress COPEC habilitado para completar la devolución. Te recomiendo entregarlo directamente en el mesón del punto BlueExpress COPEC🤝.

Indicación para el ejecutivo: si cliente solicita apoyo con la dirección del punto copec más cercano a su domicilio. Debes validar la información en el link: https://www.blue.cl/personas/puntos-de-entrega, completar los datos necesarios y filtrando en el campo “tipos de punto” eligiendo la opción: Puntos BlueExpress COPEC. Podrás obtener la respuesta para el cliente y entregar la dirección.

Te comento que, el plazo máximo para entregar el producto es de 3 días desde la emisión de la etiqueta☝️. Si se excede este tiempo, deberás volver a contactarnos🙌.

Indicación para el ejecutivo: Debes crear SÓLO el caso con la siguiente casuística ""Solicitud de retiro de producto - No alimentario (170020)”. Recuerda seleccionar correctamente la resolución elegida por el cliente “Devolver en Punto BlueExpress”. Dirígete al final del Script para revisar todo el detalle necesario que requiere este caso.
 
C.-Retiro a domicilio:

Te comento que, de acuerdo con tu solicitud, voy a verificar en nuestro sistema una posible fecha de retiro🗓️. (Revisar Excel de coberturas Marketplace).
De acuerdo con la información que me entrega nuestro sistema, La fecha de retiro será el día👉 XX-XX-XXXX.  
Para que se ejecute el retiro, es necesario que me otorgues la siguiente información👇:

Indicación para el ejecutivo: Debes crear SÓLO el caso con la siguiente casuística ""Solicitud de retiro de producto - No alimentario (170020)"". Recuerda seleccionar correctamente la resolución elegida por el cliente “reagendamiento de retiro”. Dirígete al final del Script para revisar todo el detalle necesario que requiere este caso.

IMPORTANTE:

**Detalle necesario que requiere el caso**:

•Descripción del caso debe comenzar con el encabezado: “Retiro en domicilio para Devolución de Dinero” o “Devolución en Puntos BlueExpress COPEC” según la opción elegida por el cliente.

•Número del Sg a Retirar:

•Descripción del producto: Tal como indica “HOLA” indica ítem Ejem 1234 Refrigerador.

•Cantidad de Unidades a Retirar:

•Precio del producto:

•Estado del producto: ""Sin daño, Daño menor, Daño grave, Daño irreparable"" y

adicional indica detalles del daño en caso de tenerlo como (abollado, rallado, quebrado).

•Estado del Embalaje: ""Embalado cliente""/""Nuevo y Sellado""/""Embalaje con daños"".

Siempre indicar a cliente que debe estar embalado.

•Cantidad de Bultos: Bultos/Paquetes en los que el cliente entregará el producto.

•Tipo de producto: BIG o Parcel, según corresponda.""",1
c163,163,"Publicidad, campañas y promociones",Publicidad,Cliente reclama que no se está respetando alguna campaña/promoción o hay alguna publicación que induce a error o fraude,Reclamo,,700105,Publicidad engañosa (Prensa/Catálogo/RRSS),Crear un caso en HOLA,"Identificación de publicidad engañosa correspondiente a canales oficiales de Walmart sin compra concretada (Local o Web/App):
Comprendo la situación que me describes y te pido disculpas por cualquier inconveniente que hayas experimentado debido a esto. En Walmart Chile valoramos la transparencia y la satisfacción de nuestros clientes, por lo que informaré al área correspondiente para su revisión y mejora💻.

Indicación para el ejecutivo: Consulta al cliente si la publicidad engañosa fue identificada en algún local o web de la compañía y en la descripción del caso debes dejar esta información para poder tomar las acciones correspondientes.

Identificación de compra concretada en sitio fraudulento:

Comprendo la situación que me describes. De acuerdo a la información que me proporcionaste, revisé nuestros registros y no encontré ninguna compra realizada a través de nuestros canales oficiales, por lo que es posible que haya sido víctima de una estafa donde Walmart Chile no tiene ninguna responsabilidad en estos casos.
Te recuerdo que nuestros canales oficiales de compra son www.lider.cl, Lider App y todos nuestros locales físicos a lo largo de Chile. Además, aprovecho de recordarte que nuestra compañía sólo se comunicará contigo a través de medios oficiales. Nunca te solicitaremos pagos adicionales después de una compra ni te pediremos que ingreses a enlaces enviados desde fuentes desconocidas. Por favor, nunca compartas datos personales, información de tarjetas, cuentas, o claves secretas en sitios no confiables, y confirma siempre que las solicitudes provengan de una fuente oficial. por lo que te recomiendo no compartir información personal o financiera en sitios no oficiales y siempre verificar la autenticidad de las plataformas antes de realizar una compra. Ademas en nuestras redes sociales siempre estamos alertando este tipo de situaciones para que estés al tanto.
Como la compra no se realizó directamente con nosotros, no podemos intervenir en la resolución del caso, pero te recomiendo generar una denuncia y contactar a tu banco o la plataforma de pago utilizada.
Queremos aclarar que existen páginas o sitios que imitan nuestra imágen, lo cual ya hemos denunciado ante las autoridades correspondientes para que tomen las medidas necesarias
¿Podrías indicarme algún detalle de cómo realizaste esta compra?, ¿se realizó en algúna págino o red social?🙌

Indicación para el ejecutivo: Consulta al cliente la página de la cual fue fraude y en la descripción del caso debes dejar esta información para poder tomar las acciones correspondientes.",0
c164,164,"Pagos, tarjetas y reembolsos",Tarjetas de regalo,Cliente solicita que la tarjeta de regalo pueda ser reactivada para su uso,Solicitud,Reactivación tarjeta de regalo (500505),500505,Reactivación tarjeta de regalo,Crear un caso en HOLA,"Te informo que para gestiones relacionadas a Tarjeta de Regalo debes comunicarte directamente con el Call Center de Gift Card al número 📲600 600 8282 o bien, contactar a uno de estos correos👉: tarjetaempresas@2call.cl / giftcard@2call.cl.

Indicación para el ejecutivo: Si el cliente realizo una compra de PMC a través de alianza (por ejemplo: LATAM), utilizar causa <Compra no acumuló Pesos Mi Club>",0
c165,165,"Publicidad, campañas y promociones",Concursos,Cliente reclama que uno de los concursos realizado por Walmart genera dudas en los resultados o procedimiento con que se lleva a cabo,Reclamo,Reclamo por concurso engañoso poco transparente (700204),700204,Reclamo por concurso engañoso-poco transparente,Crear un caso en HOLA,"Agradezco tu comentario ya que esta información nos ayuda a mejorar la experiencia. La información será enviada al área de operaciones, con el fin de que puedan detectar oportunidades de mejoras🤝.",0
c166,166,"Despacho, entrega y estado del pedido",Problemas con la entrega,Cliente reclama por Apps de Delivery (diferente a Lider.cl o App Lider),Reclamo,Reclamos generales aplicación última milla (1100003),1100003,Reclamos Generales aplicación última milla,Crear un caso en HOLA,Te informo que en Lider nos preocupamos por nuestros clientes. Por lo que informaré al area correspondiente de la tienda para solucionarlo a la brevedad🤝.,0
c170,170,Funcionamiento y Entorno de Local/CD,comunidad,Cliente reclama por alto volumen al interior o alrededor del local,Reclamo,,200009,Contaminación Acústica o ruidos molestos,Crear un caso en HOLA,Te comento que en Lider nos preocupamos por nuestros clientes. Informaré al área correspondiente de la tienda para solucionarlo a la brevedad🤝.,0
c172,172,Sitios web y apps Walmart,Mi Cuenta,Cliente denuncia que la web o app no permite autogestión para actualizar algún dato desde la sección Mi cuenta,Reclamo,,1000101,Web/App no permite actualizar datos de Mi Cuenta,"Crear un caso en HOLA 

Escribir en la descripción, el nombre de la página web junto con lo que indica el cliente.","Te informo que para poder ingresar el detalle del caso, es necesario que por favor me indiques exactamente, ¿en cuál sitio web estás ingresando o si estás desde la aplicación?🤔.

Indicación para el ejecutivo: Escribir en la descripción del caso el sitio junto con lo que indica el cliente

Si cliente quiere modificar datos como: direcciones, medios de pago, etc:

Indicación para el ejecutivo:

dirigirse a script de causa <Orientacion en uso de app/web>

Si cliente quiere modificar su correo:

Indicación para el ejecutivo: Dirigirse a preguntas de seguridad de <Procedimiento para validar y modificar datos del cliente> (12P4) para modificar correo*

Si correo aparece como utilizado en otra cuenta/error y cliente responde correctamente las preguntas de seguridad:

Te comento que he registrado tu caso bajo el N° XXXX, el cual será gestionado en un plazo máximo de 5 días🤝.",0
c174,174,"Publicidad, campañas y promociones",Promociones,Cliente reclama que los precios en tienda difieren de los precios en la página web,Reclamo,,1000604,Web/App con precios diferentes a local,Crear un caso en HOLA,"Agradezco tu comentario ya que esta información nos ayuda a mejorar la experiencia. La información será enviada al área de operaciones, con el fin de que puedan detectar oportunidades de mejoras🤝.",0
c174,174,Producto,Información y disponibilidad de productos,Cliente reclama que en la sala se encuentran productos a la venta que se encuentran vencidos,Reclamo,,600103,Stock de productos vencidos/por vencer en sala - sin compra,Crear un caso en HOLA,"Agradezco tu comentario ya que esta información nos ayuda a mejorar la experiencia. La información será enviada al área de operaciones, con el fin de que puedan detectar oportunidades de mejoras🤝.",0
c176,176,"Pagos, tarjetas y reembolsos",Tarjetas de regalo,Cliente reclama que desconoce cobro en su tarjeta de regalo,Reclamo,,500010,Tarjeta de regalo con cobro no reconocido por cliente,Crear un caso en HOLA,"Te informo que para poder revisar tu caso debes indicarme tu número de giftcard, nombre de empresa, local y Rut para gestionar tu requerimiento. El plazo de resolución es de 5 días🤝.

Indicación para el ejecutivo: Si el cliente realizo una compra de PMC a través de alianza (por ejemplo: LATAM), dirigirse a script causa <Compra no acumuló Pesos Mi Club>",0
c177,177,"Pagos, tarjetas y reembolsos",Tarjetas de regalo,"Cliente reclama que la tarjeta de regalo, a pesar de tener saldo, no funciona",Reclamo,Tarjeta de regalo no se puede utilizar y tiene saldo (500506),500506,Tarjeta de regalo no se puede utilizar y tiene saldo,Crear un caso en HOLA,"Te informo que para poder revisar tu caso debes indicarme tu número de giftcard, nombre de empresa, local y Rut para gestionar tu requerimiento. El plazo de resolución es de 5 días🤝.

Indicación para el ejecutivo: Si el cliente realizo una compra de PMC a través de alianza (por ejemplo: LATAM), dirigirse a script causa <Compra no acumuló Pesos Mi Club>",0
c178,178,"Pagos, tarjetas y reembolsos",Tarjetas de regalo,"Cuando el cliente se comunique para reclamar porque su tarjeta de regalo se extravió y robo, esto producirá que su tarjeta sea bloqueada más no se reintegrara el producto.",Solicitud,Tarjeta de regalo robada extraviada (500507),500507,Tarjeta de regalo robada-extraviada,Crear un caso en HOLA,"Te informo que para gestiones relacionadas a Tarjeta de Regalo debes comunicarte directamente con el Call Center de Gift Card al número 📲600 600 8282 o bien, contactar a uno de estos correos👉: tarjetaempresas@2call.cl / giftcard@2call.cl.",0
c181,181,Mi Club,Canje de Pesos Mi Club,Cliente reclama desconocer el canje realizado con PMC de su cuenta,Reclamo,Titular desconoce canje de pesos Mi Club (1300105),1300105,Titular desconoce canje de pesos Mi Club,Crear un caso en HOLA,"Comprendo🙌. En este caso, es necesario registrar tu solicitud para que el área especializada se comunique contigo y pueda solicitar los antecedentes necesarios para realizar la gestión correspondiente, como por ejemplo una fotografía de tu carnet de identidad. El plazo de resolución es de hasta 3 días hábiles🤝.
No obstante, en caso de no recibir la información faltante dentro de un plazo de 24 horas, el área encargada procederá a desestimar el caso.",0
c183,183,"Despacho, entrega y estado del pedido",Problemas con la entrega,Cliente reclama que no se le permitió revisar el producto antes de firmar el recibo de entrega,Reclamo,,800414,Transportista no permite revisar el producto antes de firmar la entrega,Crear un caso en HOLA,Te informo que en Lider nos preocupamos por nuestros clientes. Ingresaré un caso para dejar constancia de lo ocurrido💻.,0
c186,186,Sitios web y apps Walmart,Navegación del sitio,Cliente denuncia que la web o app está con problemas de lentitud o no carga,Reclamo,,1000603,Problemas con funcionamiento Web/App,"Crear un caso en HOLA 

Escribir en la descripción, el nombre de la página web junto con lo que indica el cliente.","Entiendo lo que me comentas. Para poder gestionar tu caso, es necesario que por favor me indiques, ¿en qué sitio estás intentando ingresar y desde que navegador?🤔.

(Respuesta cliente)

1. Lider App:
Te comento que informaré al área correspondiente para solucionarlo a la brevedad🤝. 

2. Lider.cl:
Me indicas por favor, ¿fue en la sección de “Supermercado” o “Mundo Lider”?🧐

a. Si el cliente responde “Supermercado”:
Te comento que informaré al área correspondiente para solucionarlo a la brevedad🤝.

Indicación para el ejecutivo: Escribir en la descripción “SOD” junto con lo que indica el cliente 

b. Si el cliente responde “Mundo Lider”:

Te comento que informaré al área correspondiente para solucionarlo a la brevedad🤝.

Indicación para el ejecutivo: Escribir en la descripción “CATEX” junto con lo que indica el cliente

Te comento que en Lider nos preocupamos por nuestros clientes. Informaré al área correspondiente para solucionarlo a la brevedad🤝.

Problemas con carrito:

1. Liderapp/ Carrito listo

a. Cliente indica que tiene problemas para cargar su carrito listo:
Entiendo lo que me comentas y te pido disculpas por no poder cargar tu carrito de compras. Es posible que sea un problema temporal. Por favor, ¿puedes presionar ""Reintentar"" para volver a cargarlo?☝️. 

(Respuesta cliente)

a.1) Cliente indica que ha intentado nuevamente cargar su carrito listo y el error persiste:
Comprendo el  problema que tienes con la carga de tu carrito, y te pido disculpas por el inconveniente.  En la aplicación se puede visualizar un botón que indica ""Ir al inicio"", el cual es necesario que lo selecciones para poder volver a continuar con tus compras. Si el problema persiste, podrías intentar acceder nuevamente después de un tiempo. De todas formas, te comento que dejaré registro de esta interaccion. Agradezco tu paciencia y comprensión💻.

a.2) Cliente indica que si pudo cargar su carrito listo:
Me alegra saber que pudiste cargar tu carrito con éxito. De todas formas, te comento que dejaré registro de esta interacción como respaldo de lo que me indicaste. Agradezco tu paciencia y comprensión💻.

b. Cliente indica que ha tenido problemas con el stock de sus compras:
Comprendo el inconveniente que estás experimentando con el stock de tu compra. En ocasiones, un artículo puede agotarse mientras está en su carrito. En la aplicación se puede visualizar un botón que indica ""Ir al inicio"" el cual es necesario que lo selecciones en caso de que quieras agregar otros productos a tu carrito. De todas maneras, te comento que dejaré registro de esta interaccion. Agradezco tu paciencia y comprensión💻.",0
c190,190,Sitios web y apps Walmart,Navegación del sitio,Cliente reporta que en la web aparecen productos pero están agotados,Reclamo,Web App - Productos aparecen agotados (1000606),1000606,Web/ App - Productos aparecen agotados,"Crear un caso en HOLA 

Escribir en la descripción, el nombre de la página web junto con lo que indica el cliente.","Entiendo lo que me comentas. Para poder gestionar tu caso, es necesario que por favor me indiques, ¿en qué sitio estás intentando ingresar? ¡Cuál es el producto que aparece agotado?🤔

(Respuesta cliente)

Indicación para el ejecutivo: Dejar en la descripción del caso sitio donde el cliente está buscando el producto y producto que aparece agotado:

Nuestros equipos trabajan diariamente para poder contar con la mayor variedad de productos posible. Ingresaré un caso para que nuestros equipos estén al tanto de lo que nos comentas💻.",0
c191,191,"Publicidad, campañas y promociones",Publicidad,Cliente solicita desactivar las notificaciones (carrito listo) o correos promocionales de walmart,Solicitud,,123095,Solicitud para desactivar notificaciones/correos promocionales,,"1. Cliente solicita de dar de baja notificaciones de “Carrito listo”:
Te informo que para proceder con tu solicitud para dar de baja notificaciones de Carrito listo, se creará un caso para tu gestión. El plazo de resolución es de 5 días🤝.

Indicación para el ejecutivo:

Crear caso en HOLA con resolución <Desactivar notificaciones/email>.
Dejar en la descripción del caso glosa indicando: <Carrito listo>

2. Cliente no quiere recibir más notificaciones desde la App:
Te informo que si ya no quieres recibir notificaciones desde la LiderApp en tu dispositivo movil, te recomiendo desactivarlas desde la configuración de tu teléfono en la opcion ""notificaciones""☝️.

Indicación para el ejecutivo:

Crear caso en HOLA con resolución <Orientación entregada en el contacto>.

3. Si quiere desactivar notificaciones recibidas via email:
Me podrías indicar si ya intentaste darte de baja desde los correos promocionales con el botón ""Para anular su suscripción, haga clic aquí""🤔

Si cliente intentó y sigue recibiendo comunicación:

Indicación para el ejecutivo: ingresar caso con resolución <Desactivar notificaciones/email>

Si cliente desea intentar en el contacto:

Deberás abrir uno de los correos publicitarios, pinchar en el enlace que está en la zona inferior ""Para anular su suscripción, haga clic aquí"" y te redirigirá a una página donde debes seleccionar qué publicidad quieres dejar de recibir (Mundo Lider, Informativos, Relacionales, Supermercado)

Si cliente logra darse de baja en contacto:

Indicación para el ejecutivo: Ingresar caso con resolución <Orientación entregada en el contacto>.

Si cliente no logra darse de baja en contacto:

Indicación para el ejecutivo: Ingresar caso de <solicitud para desactivar notificaciones/correos promocionales> con resolución <Desactivar notificaciones/email>:

Te informo que fue ingresado el caso para su gestión. El plazo de resolución es de 5 días🤝.",0
c192,192,Atención a clientes,Personal Walmart,Dejar constancia que personal SAC se contacta por orientación de procedimientos que debiese conocer (sin intervención del cliente),Consulta,NUEVO,NUEVO,Consulta desde local por orientación en atención,NUEVO,"Indicación para el ejecutivo: Este caso corresponde a consultas internas realizadas por personal del local sobre procedimientos que ya debiesen conocer. No se brinda respuesta al cliente, pero si a la consulta realizada y se registra como constancia. Incluir local desde donde se realiza la consulta y en la descripción agregar detalle de la consulta",0
c193,193,"Despacho, entrega y estado del pedido",Problemas con la entrega,Cliente denuncia haber recibido un pedido/producto que es de otra persona,Reclamo,NUEVO,NUEVO,Pedido entregado a cliente incorrecto (Pedido cruzado),NUEVO,"Comprendo lo que me comentas. Te informo que procederé a registrar tu caso. Te recomiendo tomar fotografías del pedido recibido como evidencia, lo que ayudará a agilizar la revisión del caso🙌.

Este caso será derivado al área encargada, y el tiempo estimado de resolución es de 5 días hábiles🤝.",0
c194,194,Atención a clientes,Personal Walmart,Cliente consulta acerca dencómo postular a un trabajo en walmart o vender productos dentro de los locales/web,Consulta,NUEVO,NUEVO,Consulta sobre cómo trabajar/vender en Walmart,NUEVO,"Consulta por trabajo:

Te comento que para postular a un trabajo en Walmart debes ingresar a nuestro portal oficial de empleos👉: https://postulawalmartchile.cl/.

Si consulta para ser proveedor (Ofrecer sus productos en nuestros supermercados):
Te comento que debes ingresar a 👉 https://www.walmartchile.cl/ sección ""proveedores"" donde encontrarás la información y pasos a seguir.

Consulta para vender con nosotros (Marketplace):
Te comento que debes ingresar a 👉 https://marketplace.walmart.cl/s/, donde encontrarás la información y pasos a seguir.",0
